pause_sec,log_pause,rms_before,rms_after,rms_ratio,energy_slope,rate_before,rate_after,rate_delta,vowel_energy_ratio,spectral_flux,pitch_mean,pitch_drop,voiced_fraction,y,source
0.07,-2.5257287,0.002270554,0.0,0.0,-0.0020896897,0.45,0.0,-0.45,0.1,0.0008546952,0.60249996,0.60499996,0.45,1,cv_120
0.0,-4.6051702,0.00055278785,0.0006358557,1.15025,0.00023342889,0.0,0.0,0.0,0.2,0.00018089781,0.2,0.0,0.0,0,cv_120
0.01,-3.912023,0.128498,0.07079277,0.550925,0.07830979,0.4,0.1,-0.3,0.6,0.02191248,0.5525,-0.065,0.4,0,cv_120
0.0,-4.6051702,0.14835696,0.11543653,0.7780998,-0.04359111,0.0,0.0,0.0,0.3,0.028656758,0.56,0.029999971,0.0,0,cv_120
0.0,-4.6051702,0.04147679,0.0058683474,0.14148505,-0.054951478,0.0,0.0,0.0,0.3,0.004303802,0.8625,0.245,0.0,0,cv_120
0.11,-2.1202636,0.0004725446,0.00028991257,0.61350065,-9.77689e-05,0.2,0.0,-0.2,0.2,0.0001409006,0.2025,-0.004999995,0.2,0,cv_120
0.0,-4.6051702,0.0001356233,0.0,0.0,-6.0791186e-05,0.0,0.0,0.0,0.85,2.5934625e-05,0.90250003,0.055000007,0.0,1,cv_120
0.0,-4.6051702,0.000405968,0.0003554394,0.875514,0.00025670283,0.0,0.0,0.0,0.1,7.71474e-05,0.47750002,0.395,0.0,0,cv_120
0.0,-4.6051702,0.00015945069,0.00020837746,1.3067639,-1.6847976e-05,0.0,0.0,0.0,0.9,1.869938e-05,0.78999996,0.29000002,0.0,0,cv_120
0.089999996,-2.3025851,0.051863074,0.09559153,1.8431516,-0.032331325,0.3,0.6,0.3,0.3,0.012572062,0.81,0.049999952,0.3,0,cv_120
0.02,-3.506558,0.07323282,0.07509439,1.0254197,0.080202445,0.2,0.0,-0.2,0.45,0.008538313,0.8775,0.11500001,0.2,0,cv_120
0.02,-3.506558,0.037884742,0.03191967,0.8425466,0.0011189687,0.4,0.4,0.0,0.3,0.012140492,0.86,0.100000024,0.4,0,cv_120
0.0,-4.6051702,0.08063282,0.09104767,1.1291637,-0.015131886,0.55,1.0,0.45,0.35,0.020549979,0.815,0.29999995,0.55,0,cv_120
0.099999994,-2.207275,0.039017376,0.0729329,1.869241,-0.024898497,0.05,0.8,0.75,0.35,0.0052860794,0.81,0.029999971,0.05,0,cv_120
0.0,-4.6051702,0.0800684,0.12959619,1.6185683,0.117400505,0.5,0.8,0.3,0.15,0.01503519,0.5775,0.70500004,0.5,0,cv_120
0.11,-2.1202636,0.06250802,0.017741451,0.28382677,-0.047867894,0.2,0.0,-0.2,0.4,0.012885836,0.90999997,0.060000002,0.2,0,cv_120
0.14,-1.89712,0.07106498,0.006994137,0.09841889,-0.09720776,0.2,0.0,-0.2,0.35,0.012871952,0.78,0.42000002,0.2,0,cv_120
0.0,-4.6051702,0.035483357,0.057808902,1.629183,-0.03891387,0.0,0.3,0.3,0.2,0.005378878,0.97749996,0.035000026,0.0,0,cv_120
0.0,-4.6051702,0.03870493,0.03004181,0.776175,0.0022087896,0.0,0.0,0.0,0.15,0.009415891,0.7475,0.365,0.0,0,cv_120
0.0,-4.6051702,0.056263298,0.021241415,0.37753582,-0.0127012115,0.0,0.0,0.0,0.25,0.0077362563,0.71500003,-0.030000031,0.0,0,cv_120
0.0,-4.6051702,0.03147672,0.018972922,0.6027602,-0.011663891,0.0,0.0,0.0,0.45,0.0045692413,0.9475,0.07499999,0.0,0,cv_120
0.0,-4.6051702,0.00015960289,0.00014179597,0.8883742,-1.6564809e-05,0.0,0.0,0.0,0.85,2.6938478e-05,0.7825,0.065,0.0,0,cv_120
0.0,-4.6051702,0.00014393104,0.00015552549,1.0804805,9.82167e-06,0.0,0.0,0.0,0.65,1.840843e-05,0.87750006,0.185,0.0,0,cv_120
0.0,-4.6051702,0.00016670162,0.000293617,1.761227,5.8442725e-05,0.0,0.2,0.2,0.15,2.9899447e-05,0.755,-0.00999999,0.0,0,cv_120
0.0,-4.6051702,0.0005774109,0.0,0.0,-0.00023962674,0.0,0.0,0.0,0.45,0.00011832013,0.45,0.13,0.0,1,cv_120
0.17,-1.7147983,0.0009818461,0.0016566387,1.6872519,-0.00063286384,0.05,0.2,0.15,0.05,0.00020173314,0.4625,0.004999995,0.05,0,cv_120
0.0,-4.6051702,0.14404039,0.051630396,0.35844386,0.11035857,0.0,0.0,0.0,0.3,0.020364357,0.78999996,0.28000003,0.0,0,cv_120
0.099999994,-2.207275,0.08752687,0.1269398,1.4502951,-0.18692805,0.5,0.7,0.19999999,0.25,0.020640358,0.46,-0.31,0.5,0,cv_120
0.03,-3.218876,0.035317592,0.015085457,0.42713705,0.027684161,0.35,0.2,-0.14999999,0.15,0.011579185,0.88250005,0.17500001,0.35,0,cv_120
0.0,-4.6051702,0.09681467,0.07915233,0.8175654,0.15234382,0.5,1.0,0.5,0.35,0.015081826,0.3775,0.14499998,0.5,0,cv_120
0.0,-4.6051702,0.024851209,0.05600959,2.2537966,0.032795157,0.35,1.0,0.65,0.1,0.00658591,0.5925,0.535,0.35,0,cv_120
0.0,-4.6051702,0.08817448,0.07022726,0.7964578,0.075146504,0.4,0.2,-0.2,0.3,0.021209804,0.64,0.04000002,0.4,0,cv_120
0.0,-4.6051702,0.055553995,0.09550359,1.7191126,-0.048205703,0.45,1.0,0.55,0.15,0.013977291,0.81,0.37,0.45,0,cv_120
0.03,-3.218876,0.07968731,0.048077315,0.60332453,0.041700702,0.25,0.2,-0.049999997,0.15,0.021511333,0.615,0.03999996,0.25,0,cv_120
0.0,-4.6051702,0.094848104,0.036930643,0.38936615,-0.030635593,0.0,0.0,0.0,0.6,0.011614675,0.82,0.35000002,0.0,0,cv_120
0.13,-1.9661129,0.054633915,0.016186848,0.29627833,-0.019566895,0.15,0.0,-0.15,0.15,0.013008791,0.6775,-0.045000017,0.15,0,cv_120
0.0,-4.6051702,0.00087768433,0.0014895191,1.6970818,-0.00016981804,0.0,0.1,0.1,0.25,0.00019341502,0.7025,0.58500004,0.0,0,cv_120
0.0,-4.6051702,0.00010015669,0.0,0.0,-0.00011861711,0.0,0.0,0.0,0.15,1.4250165e-05,0.75,0.28999996,0.0,1,cv_120
0.17,-1.7147983,0.00017279161,6.919733e-05,0.4004438,-0.00025302518,0.15,0.0,-0.15,0.05,2.935734e-05,0.615,0.7,0.15,0,cv_120
0.0,-4.6051702,0.024802707,0.035353422,1.4253851,0.056013055,0.3,0.9,0.59999996,0.2,0.0031727953,0.43,-0.15,0.3,0,cv_120
0.19,-1.609438,0.063384674,0.0065423576,0.1032167,-0.075922094,0.05,0.0,-0.05,0.1,0.010111489,0.61,0.72,0.05,0,cv_120
0.12,-2.040221,0.032608908,0.06688329,2.0510736,0.001572385,0.1,0.5,0.4,0.2,0.0062574195,0.3825,-0.004999995,0.1,0,cv_120
0.07,-2.5257287,0.029589748,0.022829525,0.77153474,0.019231621,0.1,0.0,-0.1,0.35,0.004516376,0.7,0.57000005,0.1,0,cv_120
0.049999997,-2.8134108,0.03918962,0.020001426,0.51037544,0.00683277,0.45,0.4,-0.049999982,0.25,0.008137053,0.3175,-0.025000006,0.45,0,cv_120
0.099999994,-2.207275,0.02976504,0.032914534,1.1058115,-0.060482576,0.5,1.0,0.5,0.2,0.0042902813,0.7,0.58000004,0.5,0,cv_120
0.0,-4.6051702,0.021287212,0.016851552,0.7916276,0.019400531,0.3,0.2,-0.10000001,0.25,0.0057578227,0.3675,0.08500001,0.3,0,cv_120
0.01,-3.912023,0.019039659,0.041404083,2.174622,0.01182484,0.45,0.9,0.45,0.15,0.0045430837,0.65999997,0.54,0.45,0,cv_120
0.0,-4.6051702,0.016775472,0.008459329,0.5042674,0.029210273,0.35,0.1,-0.25,0.25,0.0031776153,0.38,0.17000002,0.35,0,cv_120
0.0,-4.6051702,0.014800629,0.049470138,3.3424325,0.028941963,0.15,1.0,0.85,0.1,0.0028708458,0.6375,0.615,0.15,0,cv_120
0.07,-2.5257287,0.015752,0.0059668566,0.3787997,-0.019060235,0.65,0.0,-0.65,0.35,0.0032240085,0.505,0.01999998,0.65,0,cv_120
0.04,-2.9957323,0.02136156,0.0054928577,0.25713736,0.01922928,0.35,0.0,-0.35,0.15,0.004707023,0.685,0.57000005,0.35,0,cv_120
0.0,-4.6051702,0.04967701,0.031242477,0.62891203,-0.030279279,0.0,0.0,0.0,0.25,0.0049702628,0.35250002,-0.0150000155,0.0,0,cv_120
0.17,-1.7147983,0.02036094,0.0185789,0.91247714,-0.018849306,0.15,0.0,-0.15,0.15,0.00277862,0.72249997,0.545,0.15,0,cv_120
0.0,-4.6051702,0.00057735335,0.00031915985,0.55278856,-1.5985579e-05,0.0,0.0,0.0,0.35,9.421405e-05,0.35750002,-0.14500001,0.0,0,cv_120
0.0,-4.6051702,0.010386307,0.039489705,3.8020892,0.018432682,0.15,1.0,0.85,0.05,0.002532993,0.96,0.0,0.15,0,cv_120
0.0,-4.6051702,0.011265475,0.047722578,4.236176,0.0039744824,0.05,1.0,0.95,0.05,0.0028612677,0.34500003,-0.030000001,0.05,0,cv_120
0.08,-2.4079456,0.0068506924,0.013558258,1.9791049,7.593748e-05,0.15,0.3,0.15,0.15,0.0014440818,0.675,0.63,0.15,0,cv_120
0.17,-1.7147983,0.0025296656,0.0021064472,0.8326946,-0.0011900604,0.15,0.0,-0.15,0.15,0.0004892489,0.45499998,0.14999998,0.15,0,cv_120
0.0,-4.6051702,0.017111588,0.014804757,0.8651885,0.037031315,0.3,1.0,0.7,0.15,0.002892722,0.9575,-0.004999995,0.3,0,cv_120
0.0,-4.6051702,0.032960545,0.023846999,0.7235011,-0.016885059,0.0,0.0,0.0,0.35,0.0049850424,0.38,0.06999999,0.0,0,cv_120
0.0,-4.6051702,0.020910583,0.020583253,0.98434573,-0.0046083666,0.0,0.0,0.0,0.2,0.0034776777,0.66999996,0.57,0.0,0,cv_120
0.08,-2.4079456,0.014125966,0.0034887514,0.24697419,-0.012579626,0.35,0.0,-0.35,0.35,0.0033529967,0.85249996,-0.27500004,0.35,0,cv_120
0.0,-4.6051702,4.963667e-05,0.0,0.0,-1.8017861e-05,0.0,0.0,0.0,0.95,7.1574536e-06,0.6625,0.53499997,0.0,1,cv_120
0.0,-4.6051702,4.342838e-05,7.2928626e-05,1.6788983,7.6788754e-05,0.4,1.0,0.6,0.15,1.204233e-05,0.23249999,0.06499998,0.4,0,cv_120
0.0,-4.6051702,6.628246e-05,5.553097e-05,0.8376665,-2.1254216e-05,0.0,0.0,0.0,0.1,6.2270233e-06,0.88750005,0.185,0.0,0,cv_120
0.0,-4.6051702,0.0022168758,0.18136284,81.80973,0.0030775992,0.1,1.0,0.9,0.05,0.000515468,0.35,-0.26,0.1,0,cv_120
0.0,-4.6051702,0.20034544,0.21188542,1.0576004,-0.19212222,0.0,0.0,0.0,0.25,0.037255492,0.36,-0.059999973,0.0,0,cv_120
0.02,-3.506558,0.09001057,0.1368083,1.5199137,0.11535161,0.35,0.7,0.35,0.3,0.015393944,0.33249998,-0.0150000155,0.35,0,cv_120
0.13,-1.9661129,0.12168249,0.13144411,1.080222,-0.18389714,0.35,0.3,-0.049999982,0.35,0.018989174,0.685,0.49,0.35,0,cv_120
0.089999996,-2.3025851,0.18586294,0.026075162,0.1402924,-0.2721051,0.35,0.0,-0.35,0.4,0.017790081,0.45749998,0.025000006,0.35,0,cv_120
0.02,-3.506558,0.069724046,0.03600284,0.51636183,-0.12649606,0.35,0.6,0.25000003,0.25,0.012126249,0.6575,0.655,0.35,0,cv_120
0.17,-1.7147983,0.00018168135,7.519291e-05,0.4138497,-0.0002559436,0.15,0.0,-0.15,0.05,3.895793e-05,0.755,0.19,0.15,0,cv_120
0.01,-3.912023,0.04027131,0.027178587,0.67488694,0.06810092,0.25,0.5,0.25,0.05,0.014192737,0.595,0.67,0.25,0,cv_120
0.12,-2.040221,0.0667551,0.10285572,1.5407917,-0.06452952,0.25,0.6,0.35000002,0.15,0.015548356,0.435,-0.22000003,0.25,0,cv_120
0.0,-4.6051702,0.116924666,0.18898547,1.6163011,0.102854185,0.35,0.8,0.45000002,0.35,0.01352031,0.65,0.56,0.35,0,cv_120
0.0,-4.6051702,0.11153035,0.16345629,1.4655766,-0.22504407,0.5,0.8,0.3,0.15,0.01598232,0.4425,0.025000006,0.5,0,cv_120
0.0,-4.6051702,0.14412807,0.07260143,0.50372857,0.09673607,0.0,0.0,0.0,0.4,0.027146872,0.7475,0.365,0.0,0,cv_120
0.17999999,-1.6607312,0.035733294,0.10501199,2.9387708,-0.017947966,0.1,0.8,0.7,0.1,0.007918475,0.76250005,0.305,0.1,0,cv_120
0.0,-4.6051702,0.09765872,0.14484492,1.4831743,0.05841686,0.55,1.0,0.45,0.35,0.020107118,0.445,0.00999999,0.55,0,cv_120
0.0,-4.6051702,0.09679329,0.034032483,0.3515996,0.13277957,0.45,0.0,-0.45,0.45,0.012295795,0.535,0.0,0.45,0,cv_120
0.099999994,-2.207275,0.09592534,0.073586576,0.7671234,-0.12071222,0.45,0.1,-0.35,0.5,0.016007008,0.7625,0.34500003,0.45,0,cv_120
0.0,-4.6051702,0.08905479,0.027884785,0.31311938,0.035120793,0.0,0.0,0.0,0.2,0.017191952,0.6375,0.024999976,0.0,0,cv_120
0.12,-2.040221,0.046910398,0.0038470938,0.08200938,-0.05990056,0.35,0.0,-0.35,0.35,0.0073842644,0.775,0.31,0.35,0,cv_120
0.0,-4.6051702,5.7968184e-05,5.329973e-05,0.91930664,-5.6095614e-06,0.0,0.0,0.0,0.95,5.217395e-06,0.8,-0.01999998,0.0,0,cv_120
0.0,-4.6051702,5.074378e-05,5.148435e-05,1.0143944,-1.3809669e-06,0.0,0.0,0.0,1.0,4.38589e-06,0.695,0.49,0.0,0,cv_120
0.0,-4.6051702,5.2672378e-05,5.0660692e-05,0.961625,1.8921409e-06,0.0,0.0,0.0,0.95,5.9381427e-06,0.595,-0.38000003,0.0,0,cv_120
0.0,-4.6051702,0.00088763546,0.0,0.0,-0.0008751342,0.0,0.0,0.0,0.4,0.00013529575,0.8775,0.10500002,0.0,1,cv_120
0.0,-4.6051702,0.0008727167,0.00085213705,0.97640765,7.122843e-05,0.0,0.0,0.0,0.8,9.734173e-05,0.46499997,-0.34,0.0,0,cv_120
0.0,-4.6051702,0.000728464,0.001003317,1.3772858,-7.972162e-05,0.0,0.0,0.0,0.55,9.1880545e-05,0.85249996,0.21499997,0.0,0,cv_120
0.0,-4.6051702,0.0073807766,0.078317456,10.610991,0.015300609,0.4,1.0,0.6,0.2,0.0016092028,0.2625,-0.105000004,0.4,0,cv_120
0.0,-4.6051702,0.088794306,0.060481533,0.681142,-0.06808496,0.0,0.0,0.0,0.4,0.011227392,0.73,0.42000002,0.0,0,cv_120
0.0,-4.6051702,0.060391072,0.04161629,0.68911314,-0.020931246,0.0,0.0,0.0,0.45,0.010341295,0.58000004,0.04000002,0.0,0,cv_120
0.0,-4.6051702,0.010215739,0.009629833,0.9426458,0.0042282264,0.0,0.0,0.0,0.2,0.0032857575,0.775,0.31,0.0,0,cv_120
0.07,-2.5257287,0.0020477949,0.0007843868,0.38303787,0.00023746466,0.1,0.0,-0.1,0.05,0.00094649085,0.26500002,0.13000001,0.1,0,cv_120
0.0,-4.6051702,1.7691342e-05,0.0,0.0,-2.2602192e-06,0.0,0.0,0.0,0.85,2.7227143e-06,0.4775,-0.065,0.0,1,cv_120
0.089999996,-2.3025851,8.5901556e-05,2.038364e-05,0.2372631,-2.573377e-05,0.2,0.0,-0.2,0.1,2.877579e-05,0.35000002,0.15,0.2,0,cv_120
0.0,-4.6051702,2.3578592e-05,1.992294e-05,0.8446006,2.8304437e-06,0.0,0.0,0.0,0.4,2.7830374e-06,0.73,0.45999998,0.0,0,cv_120
0.0,-4.6051702,0.0009126584,0.15209231,166.64575,0.0012976474,0.1,1.0,0.9,0.05,0.00033552168,0.52500004,-0.65000004,0.1,0,cv_120
0.03,-3.218876,0.21007702,0.023198163,0.11042694,0.233894,0.35,0.0,-0.35,0.25,0.043868795,0.8275,0.33499998,0.35,0,cv_120
0.08,-2.4079456,0.09614959,0.11603019,1.2067672,-0.09013756,0.4,0.5,0.099999994,0.15,0.03187423,0.72249997,-0.035000026,0.4,0,cv_120
0.049999997,-2.8134108,0.052050676,0.15468091,2.9717362,-0.08060063,0.6,0.8,0.19999999,0.15,0.01933328,0.8075,0.375,0.6,0,cv_120
0.01,-3.912023,0.055884432,0.020415083,0.36530885,0.06426542,0.3,0.0,-0.3,0.1,0.021559421,0.3,0.109999985,0.3,0,cv_120
0.0,-4.6051702,0.2282344,0.12800464,0.5608472,-0.2732251,0.0,0.0,0.0,0.35,0.03545606,0.8225,0.33500004,0.0,0,cv_120
0.089999996,-2.3025851,0.06024842,0.04466147,0.74128854,-0.12714449,0.55,0.7,0.14999998,0.2,0.015223004,0.59250003,0.505,0.55,0,cv_120
0.02,-3.506558,0.15449764,0.077425756,0.5011452,0.16242571,0.3,0.0,-0.3,0.3,0.03895369,0.855,0.24000001,0.3,0,cv_120
0.0,-4.6051702,0.0957063,0.1079616,1.128051,0.17251365,0.5,1.0,0.5,0.3,0.016072517,0.56,0.39,0.5,0,cv_120
0.07,-2.5257287,0.027386555,0.00032940618,0.012028021,-0.028992383,0.65,0.0,-0.65,0.1,0.0075956252,0.5225,0.37499997,0.65,0,cv_120
0.01,-3.912023,5.9969436e-05,9.2821334e-05,1.5475526,4.6405148e-05,0.15,0.3,0.15,0.1,1.465316e-05,0.3325,0.19500001,0.15,0,cv_120
0.0,-4.6051702,0.00019821589,0.0,0.0,-0.00020525261,0.0,0.0,0.0,0.25,4.1108637e-05,0.77,0.32,0.0,1,cv_120
0.07,-2.5257287,0.0006516094,0.0006826652,1.0476441,-0.00025232942,0.2,0.3,0.10000001,0.1,0.00018055046,0.88750005,0.195,0.2,0,cv_120
0.07,-2.5257287,0.078948215,0.025908284,0.32816803,-0.057626903,0.55,0.0,-0.55,0.5,0.01389733,0.78,0.43,0.55,0,cv_120
0.0,-4.6051702,0.13016249,0.06066416,0.46606475,0.058720425,0.0,0.0,0.0,0.5,0.021344071,0.59749997,0.015000045,0.0,0,cv_120
0.0,-4.6051702,0.019307774,0.104088664,5.3910213,0.015866207,0.1,1.0,0.9,0.05,0.005222898,0.835,0.25,0.1,0,cv_120
0.089999996,-2.3025851,0.051751867,0.06754532,1.3051761,-0.024181016,0.3,0.8,0.5,0.1,0.018609311,0.66499996,0.050000012,0.3,0,cv_120
0.0,-4.6051702,0.102759056,0.042538542,0.41396388,-0.014701518,0.0,0.0,0.0,0.55,0.014192086,0.7575,0.014999986,0.0,0,cv_120
0.13,-1.9661129,0.08017047,0.0016912798,0.021096043,-0.16840746,0.35,0.0,-0.35,0.35,0.0128632225,0.8975,-0.004999995,0.35,0,cv_120
0.0,-4.6051702,0.00016509942,0.00016583303,1.0043826,-1.699889e-05,0.0,0.0,0.0,0.3,2.524911e-05,0.8375,0.195,0.0,0,cv_120
0.0,-4.6051702,0.00024204701,0.0002577203,1.0647091,1.7515544e-05,0.0,0.0,0.0,0.1,6.640334e-05,0.6025,0.785,0.0,0,cv_120
0.0,-4.6051702,0.0008541839,0.0,0.0,-0.0010432974,0.0,0.0,0.0,0.15,0.00019278617,0.8,-0.00999999,0.0,1,cv_120
0.0,-4.6051702,0.0011265709,0.001324023,1.1752578,-9.302232e-05,0.0,0.0,0.0,0.55,0.00018355063,0.7275,0.125,0.0,0,cv_120
0.0,-4.6051702,0.0395213,0.21100688,5.339066,0.073009856,0.2,1.0,0.8,0.05,0.007740297,0.6025,0.785,0.2,0,cv_120
0.01,-3.912023,0.15789492,0.07467381,0.47293353,0.10979116,0.2,0.0,-0.2,0.35,0.034401767,0.5125,0.004999995,0.2,0,cv_120
0.0,-4.6051702,0.12752709,0.12294663,0.96408236,-0.12703136,0.0,0.0,0.0,0.5,0.021505892,0.7075,0.445,0.0,0,cv_120
0.0,-4.6051702,0.14975183,0.15246215,1.0180987,0.11629585,0.0,0.0,0.0,0.45,0.021940827,0.67,-0.00999999,0.0,0,cv_120
0.0,-4.6051702,0.08656269,0.098572545,1.1387416,0.0067974334,0.3,0.3,0.0,0.3,0.020262929,0.7825,0.34499997,0.3,0,cv_120
0.0,-4.6051702,0.10351692,0.059428018,0.5740898,-0.058892462,0.0,0.0,0.0,0.5,0.011458666,0.69,0.03999996,0.0,0,cv_120
0.089999996,-2.3025851,0.08081727,0.082883656,1.0255686,0.059440047,0.1,0.0,-0.1,0.3,0.014857851,0.82,0.22000003,0.1,0,cv_120
0.0,-4.6051702,0.061839037,0.051751472,0.8368737,-0.01525398,0.0,0.0,0.0,0.65,0.012712431,0.7875,0.035000026,0.0,0,cv_120
0.08,-2.4079456,0.035199344,0.0014943193,0.042453032,-0.053269014,0.6,0.0,-0.6,0.45,0.0048394287,0.89,0.089999974,0.6,0,cv_120
0.049999997,-2.8134108,0.0020570087,0.0014353801,0.69779634,0.0011972113,0.15,0.0,-0.15,0.1,0.0006178254,0.71,-0.13,0.15,0,cv_120
0.17999999,-1.6607312,0.00018376127,0.0,0.0,-0.00031560304,0.1,0.0,-0.1,0.05,3.8245715e-05,0.565,0.73,0.1,1,cv_120
0.13,-1.9661129,0.00013222478,7.228699e-05,0.54665637,-0.00018511052,0.25,0.0,-0.25,0.3,2.6612874e-05,0.46249998,-0.36499998,0.25,0,cv_120
0.06,-2.65926,3.4011962e-05,1.9947813e-05,0.58632165,-1.9867955e-05,0.3,0.1,-0.20000002,0.05,1.5330466e-05,0.2,0.0,0.3,0,cv_120
0.0,-4.6051702,0.0023650078,0.06864058,29.023283,0.0029656594,0.05,1.0,0.95,0.05,0.00058346445,0.3425,0.195,0.05,0,cv_120
0.01,-3.912023,0.096187145,0.01819247,0.18913618,0.10134698,0.6,0.0,-0.6,0.2,0.019851968,0.46249998,-0.025000006,0.6,0,cv_120
0.0,-4.6051702,0.07263973,0.05113666,0.7039764,-0.027819082,0.0,0.0,0.0,0.5,0.009999646,0.58000004,0.04000002,0.0,0,cv_120
0.08,-2.4079456,0.041556686,0.1060665,2.5523324,-0.041249413,0.45,1.0,0.55,0.1,0.011685754,0.8125,0.32500005,0.45,0,cv_120
0.07,-2.5257287,0.026026098,0.041958783,1.6121805,-0.015047828,0.4,0.4,0.0,0.15,0.007056462,0.67999995,0.050000012,0.4,0,cv_120
0.0,-4.6051702,0.026834065,0.010828839,0.40354806,-0.026368557,0.45,0.3,-0.14999998,0.1,0.0066681094,0.73749995,0.425,0.45,0,cv_120
0.04,-2.9957323,0.041261114,0.013908497,0.33708477,0.018047377,0.45,0.1,-0.35,0.35,0.007998733,0.7325,0.024999976,0.45,0,cv_120
0.0,-4.6051702,0.06933297,0.040785972,0.5882622,0.009845369,0.0,0.0,0.0,1.0,0.0046557616,0.7975,0.265,0.0,0,cv_120
0.0,-4.6051702,0.041568022,0.045258306,1.0887767,0.07979171,0.45,0.8,0.35000002,0.4,0.006538946,0.7975,-0.14499998,0.45,0,cv_120
0.03,-3.218876,0.039763644,0.009184966,0.23098896,0.004612894,0.4,0.0,-0.4,0.15,0.008562534,0.865,0.14999998,0.4,0,cv_120
0.0,-4.6051702,0.0030033586,0.001479347,0.4925626,0.0054499838,0.3,0.2,-0.10000001,0.05,0.0007903863,0.2575,-0.03500001,0.3,0,cv_120
0.06,-2.65926,0.00077634514,0.0,0.0,-0.00055263075,0.5,0.0,-0.5,0.15,0.00021107956,0.5675,0.725,0.5,1,cv_120
0.08,-2.4079456,0.00023198666,2.0961545e-05,0.09035279,-0.0002757864,0.45,0.0,-0.45,0.2,6.217251e-05,0.4425,-0.455,0.45,0,cv_120
0.0,-4.6051702,0.0026145086,0.017935837,6.860091,0.004875817,0.3,1.0,0.7,0.1,0.0008270325,0.7475,0.46500003,0.3,0,cv_120
0.13,-1.9661129,0.012611171,0.029435342,2.3340669,-0.028839553,0.35,0.4,0.050000012,0.2,0.0015009418,0.625,-0.65,0.35,0,cv_120
0.12,-2.040221,0.0622295,0.029793488,0.47876784,-0.08341851,0.2,0.0,-0.2,0.1,0.019060725,0.6675,0.635,0.2,0,cv_120
0.0,-4.6051702,5.4005763e-05,2.5220827e-05,0.46691605,-5.028455e-05,0.0,0.0,0.0,0.35,1.1903614e-05,0.635,0.3,0.0,0,cv_120
0.0,-4.6051702,0.040888555,0.05074141,1.2409682,0.040823326,0.25,0.4,0.15,0.25,0.009794348,0.84749997,0.195,0.25,0,cv_120
0.16,-1.7719568,0.06778415,0.005892216,0.086926155,-0.08058624,0.2,0.0,-0.2,0.1,0.015628029,0.7125,0.13499999,0.2,0,cv_120
0.11,-2.1202636,0.0047613,8.092715e-05,0.016996825,-0.009418974,0.4,0.0,-0.4,0.15,0.0012977847,0.565,0.45000002,0.4,0,cv_120
0.0,-4.6051702,4.5784756e-05,4.0008857e-05,0.87365586,-3.8255544e-06,0.0,0.0,0.0,0.4,6.6388243e-06,0.6025,-0.004999995,0.0,0,cv_120
0.0,-4.6051702,0.00018792944,0.0,0.0,-7.975886e-05,0.0,0.0,0.0,0.85,2.6304593e-05,0.8725,-0.004999995,0.0,1,cv_120
0.0,-4.6051702,0.00021013168,0.0002105878,1.002123,-5.2245374e-05,0.0,0.0,0.0,0.5,2.7360971e-05,0.505,-0.26999998,0.0,0,cv_120
0.0,-4.6051702,0.03835637,0.022818163,0.5948987,0.012170367,0.0,0.0,0.0,0.25,0.007996219,0.705,0.00999999,0.0,0,cv_120
0.0,-4.6051702,0.04984283,0.07091219,1.4227157,0.05562882,0.4,1.0,0.6,0.2,0.00930939,0.53000003,0.27,0.4,0,cv_120
0.13,-1.9661129,0.032375064,0.04625069,1.4285895,-0.062160537,0.35,0.9,0.54999995,0.1,0.0048134867,0.8325,-0.014999986,0.35,0,cv_120
0.0,-4.6051702,0.06687823,0.13753915,2.0565605,-0.006075888,0.05,0.7,0.65,0.05,0.015048181,0.48999998,-0.58,0.05,0,cv_120
0.0,-4.6051702,0.017677141,0.013158032,0.7443525,0.0039009617,0.0,0.0,0.0,0.15,0.004400899,0.705,0.51,0.0,0,cv_120
0.0,-4.6051702,0.059162952,0.03992423,0.674818,0.054732285,0.5,0.2,-0.3,0.4,0.013356259,0.5625,0.22500002,0.5,0,cv_120
0.12,-2.040221,0.0528024,0.024054267,0.45555243,-0.001930385,0.1,0.0,-0.1,0.1,0.0148422485,0.90999997,0.15000004,0.1,0,cv_120
0.08,-2.4079456,0.0028512345,0.00045032141,0.15793854,-0.0054054,0.6,0.0,-0.6,0.15,0.00034851322,0.54,-0.4,0.6,0,cv_120
0.0,-4.6051702,0.000205089,0.00019819546,0.9663404,1.4508052e-05,0.0,0.0,0.0,1.0,1.8902776e-05,0.855,0.17000002,0.0,0,cv_120
0.17,-1.7147983,0.0053994423,0.0,0.0,-0.005344625,0.05,0.0,-0.05,0.05,0.0015976655,0.2425,0.015000001,0.05,1,cv_120
0.0,-4.6051702,0.010294124,0.013400488,1.3017596,0.002264373,0.0,0.1,0.1,0.5,0.0030188244,0.5775,0.755,0.0,0,cv_120
0.12,-2.040221,0.0086555425,0.035088032,4.0538177,-0.001252019,0.05,0.6,0.55,0.15,0.002772903,0.2,0.0,0.05,0,cv_120
0.0,-4.6051702,0.3135571,0.32340917,1.0314204,0.094976746,0.0,0.0,0.0,0.75,0.04545051,0.725,0.52,0.0,0,cv_120
0.0,-4.6051702,0.16594727,0.24820472,1.4956841,0.20230968,0.4,1.0,0.6,0.15,0.04349574,0.52,-0.08000001,0.4,0,cv_120
0.0,-4.6051702,0.17015359,0.30552292,1.7955712,0.15349545,0.5,1.0,0.5,0.2,0.04704656,0.7225,0.49500003,0.5,0,cv_120
